"station","latitude","longitude","numDocks","timestamp","year","month","day","hour","weekday","weekhour","isHoliday","windMaxSpeed.m.s","windMeanSpeed.m.s","windDirection.grades","temperature.C","relHumidity.HR","airPressure.mb","precipitation.l.m2","bikes_3h_ago","full_profile_3h_diff_bikes","full_profile_bikes","short_profile_3h_diff_bikes","short_profile_bikes","bikes"
257,39.4614520571,-0.4004871671,15,1413349200,2014,10,15,7,"Wednesday",56,0,12.9,6.4,180,16.8,63,1010.5,0,6,-1,3.5,-1,3.5,5
257,39.4614520571,-0.4004871671,15,1413352800,2014,10,15,8,"Wednesday",57,0,6.4,1.6,180,16.8,61,1010.8,0,6,-4.5,0,-4.5,0,0
257,39.4614520571,-0.4004871671,15,1413356400,2014,10,15,9,"Wednesday",58,0,9.7,3.2,180,17.2,59,1011.3,0,6,-3.5,1,-3.5,1,7
257,39.4614520571,-0.4004871671,15,1413360000,2014,10,15,10,"Wednesday",59,0,12.9,4.8,180,18.5,55,1011.9,0,5,-1.5,2,-1.5,2,3
257,39.4614520571,-0.4004871671,15,1413363600,2014,10,15,11,"Wednesday",60,0,12.9,3.2,225,20.2,51,1012,0,0,2,2,2,2,3
257,39.4614520571,-0.4004871671,15,1413367200,2014,10,15,12,"Wednesday",61,0,29,12.9,180,21.5,45,1012.1,0,7,-0.5,0.5,-0.5,0.5,4
257,39.4614520571,-0.4004871671,15,1413370800,2014,10,15,13,"Wednesday",62,0,30.6,14.5,180,22.9,41,1011.7,0,3,0.5,2.5,0.5,2.5,9
257,39.4614520571,-0.4004871671,15,1413374400,2014,10,15,14,"Wednesday",63,0,22.5,11.3,180,23.8,38,1011.1,0,3,3,5,3,5,10
257,39.4614520571,-0.4004871671,15,1413378000,2014,10,15,15,"Wednesday",64,0,20.9,8,202.5,25.1,40,1010.6,0,4,4,4.5,4,4.5,8
257,39.4614520571,-0.4004871671,15,1413381600,2014,10,15,16,"Wednesday",65,0,24.1,11.3,202.5,26.2,41,1010.3,0,9,4.5,7,4.5,7,8
257,39.4614520571,-0.4004871671,15,1413385200,2014,10,15,17,"Wednesday",66,0,35.4,19.3,202.5,25.7,44,1010,0,10,3,8,3,8,10
257,39.4614520571,-0.4004871671,15,1413388800,2014,10,15,18,"Wednesday",67,0,32.2,16.1,202.5,25.8,43,1010.4,0,8,4.5,9,4.5,9,10
257,39.4614520571,-0.4004871671,15,1413392400,2014,10,15,19,"Wednesday",68,0,33.8,19.3,202.5,24.9,48,1011,0,8,1,8,1,8,12
257,39.4614520571,-0.4004871671,15,1413396000,2014,10,15,20,"Wednesday",69,0,32.2,16.1,202.5,23.7,52,1011.1,0,10,-1,7,-1,7,10
257,39.4614520571,-0.4004871671,15,1413399600,2014,10,15,21,"Wednesday",70,0,41.8,24.1,180,23.4,54,1011.9,0,10,-1.5,7.5,-1.5,7.5,12
257,39.4614520571,-0.4004871671,15,1413403200,2014,10,15,22,"Wednesday",71,0,29,16.1,180,23.1,56,1012.5,0,12,0.5,8.5,0.5,8.5,12
257,39.4614520571,-0.4004871671,15,1413406800,2014,10,15,23,"Wednesday",72,0,32.2,9.7,180,22.8,58,1013,0,10,0.5,7.5,0.5,7.5,11
257,39.4614520571,-0.4004871671,15,1413410400,2014,10,16,0,"Thursday",73,0,27.4,12.9,180,22.6,60,1013,0,12,0.5,8,0.5,8,11
257,39.4614520571,-0.4004871671,15,1413414000,2014,10,16,1,"Thursday",74,0,19.3,8,180,22.4,60,1012.6,0,12,-0.5,8,-0.5,8,9
257,39.4614520571,-0.4004871671,15,1413417600,2014,10,16,2,"Thursday",75,0,24.1,11.3,202.5,21.7,65,1012.8,0,11,1,8.5,1,8.5,9
257,39.4614520571,-0.4004871671,15,1413421200,2014,10,16,3,"Thursday",76,0,9.7,3.2,225,21.2,66,1013,0,11,0.5,8.5,0.5,8.5,9
257,39.4614520571,-0.4004871671,15,1413424800,2014,10,16,4,"Thursday",77,0,25.7,12.9,225,21.6,66,1012.6,0,9,-0.5,7.5,-0.5,7.5,9
257,39.4614520571,-0.4004871671,15,1413428400,2014,10,16,5,"Thursday",78,0,22.5,9.7,225,21.1,68,1012.3,0,9,-1,7.5,-1,7.5,9
257,39.4614520571,-0.4004871671,15,1413432000,2014,10,16,6,"Thursday",79,0,22.5,12.9,202.5,21.2,68,1012.4,0,9,-1,7.5,-1,7.5,9
257,39.4614520571,-0.4004871671,15,1413435600,2014,10,16,7,"Thursday",80,0,24.1,11.3,202.5,21.9,65,1012.7,0,9,0,7.5,0,7.5,9
257,39.4614520571,-0.4004871671,15,1413439200,2014,10,16,8,"Thursday",81,0,20.9,11.3,202.5,21.4,66,1012.4,0,9,-3,4.5,-3,4.5,0
257,39.4614520571,-0.4004871671,15,1413442800,2014,10,16,9,"Thursday",82,0,17.7,9.7,225,21.3,67,1012.9,0,9,-5,2.5,-5,2.5,7
257,39.4614520571,-0.4004871671,15,1413446400,2014,10,16,10,"Thursday",83,0,27.4,12.9,202.5,22.2,65,1013.2,0,9,-5,2.5,-5,2.5,7
257,39.4614520571,-0.4004871671,15,1413450000,2014,10,16,11,"Thursday",84,0,30.6,16.1,202.5,23.5,60,1013.5,0,0,-3.5,1,-3.5,1,8
257,39.4614520571,-0.4004871671,15,1413453600,2014,10,16,12,"Thursday",85,0,38.6,16.1,180,25,53,1013.5,0,7,-1.5,1,-1.5,1,8
257,39.4614520571,-0.4004871671,15,1413457200,2014,10,16,13,"Thursday",86,0,29,14.5,180,25.7,52,1013.6,0,7,-1,1.5,-1,1.5,5
257,39.4614520571,-0.4004871671,15,1413460800,2014,10,16,14,"Thursday",87,0,27.4,16.1,202.5,26.4,50,1012.9,0,8,1,2,1,2,4
257,39.4614520571,-0.4004871671,15,1413464400,2014,10,16,15,"Thursday",88,0,33.8,16.1,202.5,27.5,46,1012.2,0,8,0,1,0,1,0
257,39.4614520571,-0.4004871671,15,1413468000,2014,10,16,16,"Thursday",89,0,29,12.9,202.5,28.7,43,1011.7,0,5,0.5,2,0.5,2,6
257,39.4614520571,-0.4004871671,15,1413471600,2014,10,16,17,"Thursday",90,0,29,14.5,225,29.4,39,1011.7,0,4,-0.5,1.5,-0.5,1.5,7
257,39.4614520571,-0.4004871671,15,1413475200,2014,10,16,18,"Thursday",91,0,25.7,11.3,225,29.7,37,1011.3,0,0,2.5,3.5,2.5,3.5,4
257,39.4614520571,-0.4004871671,15,1413478800,2014,10,16,19,"Thursday",92,0,20.9,8,270,29.1,39,1011.7,0,6,1,3,1,3,4
257,39.4614520571,-0.4004871671,15,1413482400,2014,10,16,20,"Thursday",93,0,22.5,11.3,180,27.5,41,1012.5,0,7,4,5.5,4,5.5,2
257,39.4614520571,-0.4004871671,15,1413486000,2014,10,16,21,"Thursday",94,0,16.1,8,180,26.8,44,1013.3,0,4,1.5,5,1.5,5,1
257,39.4614520571,-0.4004871671,15,1413489600,2014,10,16,22,"Thursday",95,0,25.7,12.9,180,25.7,47,1013.7,0,4,0.5,3.5,0.5,3.5,4
257,39.4614520571,-0.4004871671,15,1413493200,2014,10,16,23,"Thursday",96,0,24.1,12.9,180,24.9,50,1014.3,0,2,-1.5,4,-1.5,4,5
257,39.4614520571,-0.4004871671,15,1413496800,2014,10,17,0,"Friday",97,0,19.3,9.7,180,24.2,52,1014.5,0,1,0,5,0,5,5
257,39.4614520571,-0.4004871671,15,1413500400,2014,10,17,1,"Friday",98,0,8,1.6,270,22.3,59,1014.8,0,4,2,5.5,2,5.5,4
257,39.4614520571,-0.4004871671,15,1413504000,2014,10,17,2,"Friday",99,0,4.8,1.6,315,22.1,60,1014.7,0,5,1,5,1,5,3
257,39.4614520571,-0.4004871671,15,1413507600,2014,10,17,3,"Friday",100,0,9.7,4.8,225,21.7,60,1014.9,0,5,-0.5,4.5,-0.5,4.5,3
257,39.4614520571,-0.4004871671,15,1413511200,2014,10,17,4,"Friday",101,0,17.7,8,202.5,21.4,59,1014.8,0,4,-1,4.5,-1,4.5,3
257,39.4614520571,-0.4004871671,15,1413514800,2014,10,17,5,"Friday",102,0,12.9,6.4,225,20.7,62,1014.9,0,3,0,5,0,5,3
257,39.4614520571,-0.4004871671,15,1413518400,2014,10,17,6,"Friday",103,0,8,3.2,202.5,19.8,65,1015.4,0,3,0.5,5,0.5,5,3
257,39.4614520571,-0.4004871671,15,1413522000,2014,10,17,7,"Friday",104,0,12.9,6.4,270,19.3,67,1015.6,0,3,0,4.5,0,4.5,3
257,39.4614520571,-0.4004871671,15,1413525600,2014,10,17,8,"Friday",105,0,12.9,6.4,225,19.2,68,1015.6,0,3,-4,1,-4,1,0
257,39.4614520571,-0.4004871671,15,1413529200,2014,10,17,9,"Friday",106,0,12.9,4.8,202.5,19.4,68,1016.4,0,3,-4,1,-4,1,5
257,39.4614520571,-0.4004871671,15,1413532800,2014,10,17,10,"Friday",107,0,14.5,6.4,180,20.8,62,1016.7,0,3,-4,0.5,-4,0.5,5
257,39.4614520571,-0.4004871671,15,1413536400,2014,10,17,11,"Friday",108,0,11.3,4.8,202.5,22.9,57,1017.2,0,0,-0.5,0.5,-0.5,0.5,5
257,39.4614520571,-0.4004871671,15,1413540000,2014,10,17,12,"Friday",109,0,8,1.6,202.5,25.4,51,1017.2,0,5,0,1,0,1,6
257,39.4614520571,-0.4004871671,15,1413543600,2014,10,17,13,"Friday",110,0,11.3,4.8,247.5,27.8,42,1016.8,0,5,1,1.5,1,1.5,7
257,39.4614520571,-0.4004871671,15,1413547200,2014,10,17,14,"Friday",111,0,14.5,4.8,225,29.1,34,1016.1,0,5,5.5,6,5.5,6,6
257,39.4614520571,-0.4004871671,15,1413550800,2014,10,17,15,"Friday",112,0,17.7,4.8,292.5,29.7,40,1015.3,0,6,3,4,3,4,10
257,39.4614520571,-0.4004871671,15,1413554400,2014,10,17,16,"Friday",113,0,24.1,12.9,337.5,25.9,59,1017.2,0,7,4.5,6,4.5,6,10
257,39.4614520571,-0.4004871671,15,1413558000,2014,10,17,17,"Friday",114,0,27.4,8,337.5,26.9,52,1016.9,0,6,-1.5,4.5,-1.5,4.5,9
257,39.4614520571,-0.4004871671,15,1413561600,2014,10,17,18,"Friday",115,0,20.9,8,337.5,25.7,55,1017.2,0,10,0.5,4.5,0.5,4.5,4
257,39.4614520571,-0.4004871671,15,1413565200,2014,10,17,19,"Friday",116,0,12.9,4.8,337.5,24.7,61,1017.7,0,10,-2.5,3.5,-2.5,3.5,1
257,39.4614520571,-0.4004871671,15,1413568800,2014,10,17,20,"Friday",117,0,14.5,8,45,22.7,83,1018.4,0,9,-1,3.5,-1,3.5,1
257,39.4614520571,-0.4004871671,15,1413572400,2014,10,17,21,"Friday",118,0,16.1,9.7,67.5,22.1,87,1019,0,4,2.5,7,2.5,7,4
257,39.4614520571,-0.4004871671,15,1413576000,2014,10,17,22,"Friday",119,0,16.1,9.7,67.5,21.8,83,1019.6,0,1,4,7.5,4,7.5,4
257,39.4614520571,-0.4004871671,15,1413579600,2014,10,17,23,"Friday",120,0,12.9,8,67.5,21.4,85,1019.8,0,1,4.5,8,4.5,8,7
257,39.4614520571,-0.4004871671,15,1413583200,2014,10,18,0,"Saturday",121,0,4.8,1.6,157.5,20.8,83,1020.1,0,4,-1,6,-1,6,8
257,39.4614520571,-0.4004871671,15,1413586800,2014,10,18,1,"Saturday",122,0,3.2,0,180,20.1,82,1019.9,0,4,-2,5.5,-2,5.5,12
257,39.4614520571,-0.4004871671,15,1413590400,2014,10,18,2,"Saturday",123,0,0,0,146.3,20.1,77,1019.8,0,7,-2,6,-2,6,12
257,39.4614520571,-0.4004871671,15,1413594000,2014,10,18,3,"Saturday",124,0,1.6,0,202.5,19.6,77,1020.1,0,8,0.5,6.5,0.5,6.5,9
257,39.4614520571,-0.4004871671,15,1413597600,2014,10,18,4,"Saturday",125,0,0,0,146.3,18.6,78,1019.8,0,12,1.5,7,1.5,7,10
257,39.4614520571,-0.4004871671,15,1413601200,2014,10,18,5,"Saturday",126,0,0,0,146.3,18.8,75,1019.7,0,12,1.5,7.5,1.5,7.5,9
257,39.4614520571,-0.4004871671,15,1413604800,2014,10,18,6,"Saturday",127,0,4.8,1.6,180,18.1,77,1019.9,0,9,1.5,8,1.5,8,9
257,39.4614520571,-0.4004871671,15,1413608400,2014,10,18,7,"Saturday",128,0,4.8,1.6,157.5,17.6,75,1020.1,0,10,1,8,1,8,9
257,39.4614520571,-0.4004871671,15,1413612000,2014,10,18,8,"Saturday",129,0,4.8,0,202.5,17.9,72,1020.2,0,9,0.5,8,0.5,8,9
257,39.4614520571,-0.4004871671,15,1413615600,2014,10,18,9,"Saturday",130,0,1.6,0,180,18.1,72,1020.8,0,9,0,8,0,8,8
257,39.4614520571,-0.4004871671,15,1413619200,2014,10,18,10,"Saturday",131,0,3.2,0,202.5,19.8,65,1021.6,0,9,0,8,0,8,9
257,39.4614520571,-0.4004871671,15,1413622800,2014,10,18,11,"Saturday",132,0,6.4,3.2,157.5,22,58,1021.7,0,9,-1,7,-1,7,8
257,39.4614520571,-0.4004871671,15,1413626400,2014,10,18,12,"Saturday",133,0,3.2,0,90,25.1,50,1021.7,0,8,-2,6,-2,6,7
257,39.4614520571,-0.4004871671,15,1413630000,2014,10,18,13,"Saturday",134,0,6.4,1.6,292.5,26.9,45,1021.6,0,9,-1,7,-1,7,7
257,39.4614520571,-0.4004871671,15,1413633600,2014,10,18,14,"Saturday",135,0,12.9,3.2,0,26.2,54,1020.9,0,8,1.5,8.5,1.5,8.5,6
257,39.4614520571,-0.4004871671,15,1413637200,2014,10,18,15,"Saturday",136,0,14.5,6.4,315,26.2,53,1020.5,0,7,2.5,8.5,2.5,8.5,5
257,39.4614520571,-0.4004871671,15,1413640800,2014,10,18,16,"Saturday",137,0,16.1,6.4,337.5,25.6,58,1020.2,0,7,1,8,1,8,5
257,39.4614520571,-0.4004871671,15,1413644400,2014,10,18,17,"Saturday",138,0,12.9,4.8,0,25.1,61,1020.3,0,6,0.5,9,0.5,9,5
257,39.4614520571,-0.4004871671,15,1413648000,2014,10,18,18,"Saturday",139,0,12.9,4.8,0,24.5,64,1020.4,0,5,-3.5,5,-3.5,5,3
257,39.4614520571,-0.4004871671,15,1413651600,2014,10,18,19,"Saturday",140,0,12.9,4.8,67.5,22.6,77,1020.9,0,5,-5.5,2.5,-5.5,2.5,3
257,39.4614520571,-0.4004871671,15,1413655200,2014,10,18,20,"Saturday",141,0,12.9,8,67.5,21.9,86,1021.5,0,5,-6.5,2.5,-6.5,2.5,7
257,39.4614520571,-0.4004871671,15,1413658800,2014,10,18,21,"Saturday",142,0,9.7,4.8,67.5,21.5,87,1022,0,3,-2,3,-2,3,6
257,39.4614520571,-0.4004871671,15,1413662400,2014,10,18,22,"Saturday",143,0,6.4,3.2,67.5,21.3,87,1022.5,0,3,1.5,4,1.5,4,6
257,39.4614520571,-0.4004871671,15,1413666000,2014,10,18,23,"Saturday",144,0,1.6,0,67.5,20.9,85,1022.7,0,7,4.5,7,4.5,7,8
257,39.4614520571,-0.4004871671,15,1413669600,2014,10,19,0,"Sunday",145,0,4.8,1.6,157.5,20.4,85,1023,0,6,5,8,5,8,9
257,39.4614520571,-0.4004871671,15,1413673200,2014,10,19,1,"Sunday",146,0,3.2,0,157.5,19.9,87,1022.9,0,6,2.5,6.5,2.5,6.5,8
257,39.4614520571,-0.4004871671,15,1413676800,2014,10,19,2,"Sunday",147,0,3.2,0,202.5,19.4,85,1022.6,0,8,-3,4,-3,4,7
257,39.4614520571,-0.4004871671,15,1413680400,2014,10,19,3,"Sunday",148,0,0,0,146.3,18.5,86,1022.6,0,9,-4,4,-4,4,7
257,39.4614520571,-0.4004871671,15,1413684000,2014,10,19,4,"Sunday",149,0,0,0,146.3,18.6,84,1022.7,0,8,-2.5,4,-2.5,4,7
257,39.4614520571,-0.4004871671,15,1413687600,2014,10,19,5,"Sunday",150,0,0,0,146.3,17.6,86,1022.6,0,7,0,4,0,4,7
257,39.4614520571,-0.4004871671,15,1413691200,2014,10,19,6,"Sunday",151,0,3.2,1.6,135,17.4,86,1022.8,0,7,0.5,4.5,0.5,4.5,8
257,39.4614520571,-0.4004871671,15,1413694800,2014,10,19,7,"Sunday",152,0,4.8,0,180,17.3,86,1023,0,7,0.5,4.5,0.5,4.5,8
257,39.4614520571,-0.4004871671,15,1413698400,2014,10,19,8,"Sunday",153,0,3.2,0,157.5,17.1,84,1023.2,0,7,0.5,4.5,0.5,4.5,7
257,39.4614520571,-0.4004871671,15,1413702000,2014,10,19,9,"Sunday",154,0,4.8,1.6,157.5,17.7,80,1023.5,0,8,-0.5,4,-0.5,4,7
257,39.4614520571,-0.4004871671,15,1413705600,2014,10,19,10,"Sunday",155,0,0,0,146.3,19.1,75,1024.1,0,8,0,4.5,0,4.5,7
257,39.4614520571,-0.4004871671,15,1413709200,2014,10,19,11,"Sunday",156,0,4.8,1.6,22.5,21.7,75,1024.5,0,7,0,4.5,0,4.5,7
257,39.4614520571,-0.4004871671,15,1413712800,2014,10,19,12,"Sunday",157,0,12.9,4.8,45,22.3,76,1024.6,0,7,0.5,4.5,0.5,4.5,6
257,39.4614520571,-0.4004871671,15,1413716400,2014,10,19,13,"Sunday",158,0,12.9,4.8,22.5,22.7,76,1024.7,0,7,0.5,5,0.5,5,5
257,39.4614520571,-0.4004871671,15,1413720000,2014,10,19,14,"Sunday",159,0,12.9,4.8,67.5,23,74,1024.3,0,7,2,6.5,2,6.5,9
257,39.4614520571,-0.4004871671,15,1413723600,2014,10,19,15,"Sunday",160,0,17.7,8,67.5,22.7,75,1023.8,0,6,1,5.5,1,5.5,8
257,39.4614520571,-0.4004871671,15,1413727200,2014,10,19,16,"Sunday",161,0,14.5,8,67.5,22.4,79,1023.6,0,5,1,6,1,6,6
257,39.4614520571,-0.4004871671,15,1413730800,2014,10,19,17,"Sunday",162,0,12.9,6.4,22.5,22.8,76,1023.5,0,9,0,6.5,0,6.5,4
257,39.4614520571,-0.4004871671,15,1413734400,2014,10,19,18,"Sunday",163,0,12.9,6.4,67.5,22.4,80,1023.6,0,8,-1,4.5,-1,4.5,2
257,39.4614520571,-0.4004871671,15,1413738000,2014,10,19,19,"Sunday",164,0,9.7,3.2,67.5,21.6,85,1023.8,0,6,-1.5,4.5,-1.5,4.5,1
257,39.4614520571,-0.4004871671,15,1413741600,2014,10,19,20,"Sunday",165,0,4.8,1.6,67.5,21.2,87,1024.2,0,4,0,6.5,0,6.5,2
257,39.4614520571,-0.4004871671,15,1413745200,2014,10,19,21,"Sunday",166,0,3.2,0,22.5,21.3,88,1024.9,0,2,2,6.5,2,6.5,0
257,39.4614520571,-0.4004871671,15,1413748800,2014,10,19,22,"Sunday",167,0,0,0,146.3,20.9,89,1025.3,0,1,1,5.5,1,5.5,1
257,39.4614520571,-0.4004871671,15,1413752400,2014,10,19,23,"Sunday",168,0,0,0,146.3,20.4,90,1025.4,0,2,-1,5.5,-1,5.5,1
257,39.4614520571,-0.4004871671,15,1413756000,2014,10,20,0,"Monday",1,0,1.6,0,225,20.1,88,1025.4,0,0,0,6.5,0,6.5,1
257,39.4614520571,-0.4004871671,15,1413759600,2014,10,20,1,"Monday",2,0,1.6,0,180,18.9,87,1025.2,0,1,1,6.5,1,6.5,1
257,39.4614520571,-0.4004871671,15,1413763200,2014,10,20,2,"Monday",3,0,3.2,0,180,18.8,84,1025.1,0,1,0.5,6,0.5,6,0
257,39.4614520571,-0.4004871671,15,1413766800,2014,10,20,3,"Monday",4,0,1.6,0,180,18.3,81,1024.9,0,1,-0.5,6,-0.5,6,0
257,39.4614520571,-0.4004871671,15,1413770400,2014,10,20,4,"Monday",5,0,6.4,1.6,180,17.7,81,1024.6,0,1,-0.5,6,-0.5,6,0
257,39.4614520571,-0.4004871671,15,1413774000,2014,10,20,5,"Monday",6,0,0,0,146.3,17.2,83,1024.1,0,0,0,6,0,6,0
257,39.4614520571,-0.4004871671,15,1413777600,2014,10,20,6,"Monday",7,0,0,0,146.3,16.8,81,1023.8,0,0,0,6,0,6,0
257,39.4614520571,-0.4004871671,15,1413781200,2014,10,20,7,"Monday",8,0,0,0,146.3,16.3,82,1023.7,0,0,-0.5,5.5,-0.5,5.5,14
257,39.4614520571,-0.4004871671,15,1413784800,2014,10,20,8,"Monday",9,0,4.8,0,157.5,16.3,78,1023.7,0,0,-5.5,0.5,-5.5,0.5,7
257,39.4614520571,-0.4004871671,15,1413788400,2014,10,20,9,"Monday",10,0,0,0,146.3,16.7,77,1024.1,0,0,-2.5,3.5,-2.5,3.5,2
257,39.4614520571,-0.4004871671,15,1413792000,2014,10,20,10,"Monday",11,0,8,1.6,157.5,17.9,70,1024.5,0,14,2,7.5,2,7.5,1
257,39.4614520571,-0.4004871671,15,1413795600,2014,10,20,11,"Monday",12,0,9.7,1.6,202.5,21.2,59,1024.7,0,7,6.5,7,6.5,7,2
257,39.4614520571,-0.4004871671,15,1413799200,2014,10,20,12,"Monday",13,0,0,0,146.3,24.3,51,1024.4,0,2,3.5,7,3.5,7,3
257,39.4614520571,-0.4004871671,15,1413802800,2014,10,20,13,"Monday",14,0,6.4,1.6,0,25.2,47,1024,0,1,0,7.5,0,7.5,4
257,39.4614520571,-0.4004871671,15,1413806400,2014,10,20,14,"Monday",15,0,6.4,1.6,315,26.4,49,1023.3,0,2,2.5,9.5,2.5,9.5,8
257,39.4614520571,-0.4004871671,15,1413810000,2014,10,20,15,"Monday",16,0,9.7,3.2,337.5,26.3,51,1022.1,0,3,3.5,10.5,3.5,10.5,10
257,39.4614520571,-0.4004871671,15,1413813600,2014,10,20,16,"Monday",17,0,11.3,4.8,337.5,25.2,59,1021.5,0,4,3.5,11,3.5,11,11
257,39.4614520571,-0.4004871671,15,1413817200,2014,10,20,17,"Monday",18,0,11.3,4.8,337.5,24.7,55,1020.9,0,8,2,11.5,2,11.5,6
257,39.4614520571,-0.4004871671,15,1413820800,2014,10,20,18,"Monday",19,0,8,3.2,337.5,23.9,62,1020.7,0,10,2,12.5,2,12.5,5
257,39.4614520571,-0.4004871671,15,1413824400,2014,10,20,19,"Monday",20,0,3.2,0,337.5,22.6,72,1020.7,0,11,1.5,12.5,1.5,12.5,2
257,39.4614520571,-0.4004871671,15,1413828000,2014,10,20,20,"Monday",21,0,4.8,1.6,337.5,21.7,78,1020.9,0,6,-0.5,11,-0.5,11,2
257,39.4614520571,-0.4004871671,15,1413831600,2014,10,20,21,"Monday",22,0,4.8,1.6,292.5,21.4,81,1021.2,0,5,0,12.5,0,12.5,4
257,39.4614520571,-0.4004871671,15,1413835200,2014,10,20,22,"Monday",23,0,0,0,146.3,20.8,83,1021.4,0,2,-0.5,12,-0.5,12,5
257,39.4614520571,-0.4004871671,15,1413838800,2014,10,20,23,"Monday",24,0,0,0,146.3,20.2,87,1021.6,0,2,0,11,0,11,6
257,39.4614520571,-0.4004871671,15,1413842400,2014,10,21,0,"Tuesday",25,0,0,0,146.3,19.6,88,1021.7,0,4,-1.5,11,-1.5,11,5
257,39.4614520571,-0.4004871671,15,1413846000,2014,10,21,1,"Tuesday",26,0,4.8,1.6,180,18.8,84,1021.6,0,5,-1.5,10.5,-1.5,10.5,5
257,39.4614520571,-0.4004871671,15,1413849600,2014,10,21,2,"Tuesday",27,0,3.2,0,202.5,18.5,81,1021.5,0,6,-0.5,10.5,-0.5,10.5,5
257,39.4614520571,-0.4004871671,15,1413853200,2014,10,21,3,"Tuesday",28,0,0,0,146.3,18.3,80,1021.4,0,5,-1,10,-1,10,5
257,39.4614520571,-0.4004871671,15,1413856800,2014,10,21,4,"Tuesday",29,0,4.8,0,270,17.6,81,1020.8,0,5,-0.5,10,-0.5,10,5
257,39.4614520571,-0.4004871671,15,1413860400,2014,10,21,5,"Tuesday",30,0,6.4,1.6,202.5,17.9,76,1020.6,0,5,-0.5,10,-0.5,10,5
257,39.4614520571,-0.4004871671,15,1413864000,2014,10,21,6,"Tuesday",31,0,11.3,3.2,202.5,18.9,66,1020.5,0,5,0,10,0,10,5
257,39.4614520571,-0.4004871671,15,1413867600,2014,10,21,7,"Tuesday",32,0,6.4,0,202.5,19.1,60,1020.7,0,5,0.5,10.5,0.5,10.5,5
257,39.4614520571,-0.4004871671,15,1413871200,2014,10,21,8,"Tuesday",33,0,4.8,0,225,19.3,56,1021.1,0,5,-5.5,4.5,-5.5,4.5,0
257,39.4614520571,-0.4004871671,15,1413874800,2014,10,21,9,"Tuesday",34,0,9.7,3.2,202.5,20.6,49,1021.7,0,5,-6.5,3.5,-6.5,3.5,6
257,39.4614520571,-0.4004871671,15,1413878400,2014,10,21,10,"Tuesday",35,0,8,3.2,180,22.4,43,1022.7,0,5,-7,3.5,-7,3.5,5
257,39.4614520571,-0.4004871671,15,1413882000,2014,10,21,11,"Tuesday",36,0,4.8,1.6,180,24.8,41,1023.1,0,0,-3,1.5,-3,1.5,4
257,39.4614520571,-0.4004871671,15,1413885600,2014,10,21,12,"Tuesday",37,0,8,3.2,247.5,28.6,37,1023,0,6,2,5.5,2,5.5,6
257,39.4614520571,-0.4004871671,15,1413889200,2014,10,21,13,"Tuesday",38,0,9.7,1.6,247.5,32.4,26,1022.5,0,5,5.5,9,5.5,9,5
257,39.4614520571,-0.4004871671,15,1413892800,2014,10,21,14,"Tuesday",39,0,12.9,4.8,225,33.2,24,1021.6,0,4,6,7.5,6,7.5,4
257,39.4614520571,-0.4004871671,15,1413896400,2014,10,21,15,"Tuesday",40,0,19.3,4.8,225,34.2,22,1020.7,0,6,1,6.5,1,6.5,2
257,39.4614520571,-0.4004871671,15,1413900000,2014,10,21,16,"Tuesday",41,0,35.4,16.1,135,34.6,18,1020.5,0,5,-3,6,-3,6,2
257,39.4614520571,-0.4004871671,15,1413903600,2014,10,21,17,"Tuesday",42,0,25.7,14.5,135,34.2,20,1020.5,0,4,-0.5,7,-0.5,7,3
257,39.4614520571,-0.4004871671,15,1413907200,2014,10,21,18,"Tuesday",43,0,30.6,16.1,135,34,20,1020.5,0,2,-2.5,4,-2.5,4,1
257,39.4614520571,-0.4004871671,15,1413910800,2014,10,21,19,"Tuesday",44,0,17.7,6.4,135,32.8,22,1020.8,0,2,-3.5,2.5,-3.5,2.5,2
257,39.4614520571,-0.4004871671,15,1413914400,2014,10,21,20,"Tuesday",45,0,17.7,6.4,112.5,32.1,22,1021.3,0,3,-5,2,-5,2,0
257,39.4614520571,-0.4004871671,15,1413918000,2014,10,21,21,"Tuesday",46,0,6.4,3.2,67.5,30.6,24,1021.4,0,1,-0.5,3.5,-0.5,3.5,1
257,39.4614520571,-0.4004871671,15,1413921600,2014,10,21,22,"Tuesday",47,0,4.8,1.6,180,27.9,30,1021.9,0,2,2,4.5,2,4.5,1
257,39.4614520571,-0.4004871671,15,1413925200,2014,10,21,23,"Tuesday",48,0,8,3.2,180,26.6,32,1022.2,0,0,3,5,3,5,4
257,39.4614520571,-0.4004871671,15,1413928800,2014,10,22,0,"Wednesday",49,0,6.4,0,180,25.5,34,1022.3,0,1,2,5,2,5,5
257,39.4614520571,-0.4004871671,15,1413932400,2014,10,22,1,"Wednesday",50,0,4.8,1.6,202.5,25,36,1022.2,0,1,1,4.66666666666667,1,4.66666666666667,4
257,39.4614520571,-0.4004871671,15,1413936000,2014,10,22,2,"Wednesday",51,0,9.7,1.6,157.5,24.5,39,1021.9,0,4,0.5,4.66666666666667,0.5,4.66666666666667,4
257,39.4614520571,-0.4004871671,15,1413939600,2014,10,22,3,"Wednesday",52,0,11.3,6.4,45,23.6,41,1022.1,0,5,0,5,0,5,4
257,39.4614520571,-0.4004871671,15,1413943200,2014,10,22,4,"Wednesday",53,0,6.4,1.6,180,23.2,42,1022.2,0,4,0.333333333333333,5,0.333333333333333,5,4
